Title,Environments,Aliases,Owners,Primary URL (Site folder name),Department,Notes
RRC,"test, prod","rrc.dev.umn.edu, rrc.stg.umn.edu, rrc-dl9.umn.edu",c-meye1,rrc.umn.edu,UFIN - University Finance,
uwidecontracts,"test, prod","uwidecontracts.dev.umn.edu, uwidecontracts.stg.umn.edu, uwidecontracts-dl9.umn.edu",c-meye1,uwidecontracts.umn.edu,UFIN - University Finance,
Controller,"test, prod","controller-dl9.dev.umn.edu, controller-dl9.stg.umn.edu, controller.dl9.umn.edu, finsys.umn.edu, www.finsys.umn.edu, www.controller.umn.edu",c-meye1,controller.umn.edu,UFIN - University Finance,
Pay,"test, prod","pay-dl9.dev.umn.edu, pay-dl9.stg.umn.edu, pay.dl9.umn.edu, www.pay.umn.edu",c-meye1,pay.umn.edu,UFIN - University Finance,
Finance,"test, prod","finance-dl9.dev.umn.edu, finance-dl9.stg.umn.edu, finance.dl9.umn.edu","c-meye1, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",finance.umn.edu,UFIN - University Finance,
Travel,prod,"travel.dl9.umn.edu, travel.dev.umn.edu, travel.stg.umn.edu, www.travel.umn.edu",c-meye1,travel.umn.edu,UFIN - University Finance,
U Card Rochester,"dev, test, prod","ucard-r.dev.umn.edu, ucard-r.stg.umn.edu","irsfe008, nickm",ucard.r.umn.edu,UFIN - University Finance,
U Card Morris,"dev, test, prod","ucard-morris.dev.umn.edu, ucard-morris.stg.umn.edu","irsfe008, nickm",ucard.morris.umn.edu,UFIN - University Finance,
Campus Maps,"dev, test, prod","campusmaps.stg.umn.edu, campusmaps.dev.umn.edu, campusmaps.prd.umn.edu, www.campusmaps.umn.edu",irsfe008,campusmaps.umn.edu,UFIN - University Finance,
Tririga Training,"dev, test, prod","tririgatraining.dev.umn.edu, tririgatraining.stg.umn.edu, tririgatraining.umn.edu",irsfe008,tririgatraining.umn.edu,UFIN - University Finance,
Enterprise Asset Management,"dev, test, prod","eam-d8.dev.umn.edu, eam-d8.stg.umn.edu, eam-d8.prd.umn.edu, www.eam.umn.edu, eam.umn.edu",irsfe008,eam.umn.edu,UFIN - University Finance,
University Survey & Assessment Services (USAS),"dev, test, prod","oms.dev.umn.edu, oms.stg.umn.edu, oms.prd.umn.edu, survey.umn.edu, mstp.umn.edu, usas.umn.edu, mnstatesurvey.umn.edu","usas, glove002, c-meye1",oms.umn.edu,UFIN - University Finance,
Crookston,"dev, test, prod","crk-d9.dev.umn.edu, crk-d9.stg.umn.edu, crk-d9.prd.umn.edu, c.umn.edu, www.c.umn.edu, news.crk.umn.edu, www.crookston.umn.edu, crookston.umn.edu, www.crk.umn.edu, crk.umn.edu","albailey, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",crk.umn.edu,UMC - Crookston,
Liberal Education,prod,"liberaleducation.d.umn.edu, liberaleducation-d.stg.umn.edu, liberaleducation-d.dev.umn.edu",amanteuf,liberaleducation.d.umn.edu,UMD - Duluth,
UMD Engage,prod,"community-engagement-d.dev.umn.edu, community-engagement-d.stg.umn.edu, umd-engage.d.umn.edu","amanteuf, batchiso",community-engagement.d.umn.edu,UMD - Duluth,
Commission QT,prod,"commission-qt-d.dev.umn.edu, commission-qt-d.stg.umn.edu","batchiso, amanteuf",commission-qt.d.umn.edu,UMD - Duluth,
InnovaTree,prod,"innovatree.dev.umn.edu, innovatree.stg.umn.edu","amanteuf, batchiso",innovatree.umn.edu,UMD - Duluth,
Financial Wellness,prod,"financial-wellness.dev.umn.edu, financial-wellness.stg.umn.edu","amanteuf, batchiso, sbradt",financial-wellness.d.umn.edu,UMD - Duluth,
Student Care Team,prod,"student-care-team-d.stg.umn.edu, student-care-team-d.dev.umn.edu","amanteuf, batchiso, sbradt",student-care-team.d.umn.edu,UMD - Duluth,
Graduate School Duluth,prod,"graduate-school-d.dev.umn.edu, graduate-school-d.stg.umn.edu","amanteuf, batchiso, sbradt",graduate-school.d.umn.edu,UMD - Duluth,
Great Lakes Worm Watch,prod,"wormwatch-d.dev.umn.edu, wormwatch-d.stg.umn.edu, wormwatch.org, www.wormwatch.org","batchiso, sbradt, amanteuf, jmreed",wormwatch.d.umn.edu,UMD - Duluth,
news,"dev, test, prod","news-d.dev.umn.edu, news-d.stg.umn.edu, news-d.prd.umn.edu, www.news.d.umn.edu","batchiso, sbradt, amanteuf, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt",news.d.umn.edu,UMD - Duluth,
Academics Duluth,"dev, test, prod","academics-d.dev.umn.edu, academics-d.stg.umn.edu, www.academics.d.umn.edu","batchiso, sbradt, amanteuf, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt",academics.d.umn.edu,UMD - Duluth,
campus-life,"dev, test, prod","campus-life-d.dev.umn.edu, campus-life-d.stg.umn.edu","batchiso, sbradt, amanteuf, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt",campus-life.d.umn.edu,UMD - Duluth,
Emergency Information for Duluth Campus,prod,"itss-5-d.dev.umn.edu, itss-5-d.stg.umn.edu, emergency.d.umn.edu","batchiso, sbradt, amanteuf",itss-5.d.umn.edu,UMD - Duluth,
Mentor Program,prod,"itss-2-d.dev.umn.edu, itss-2-d.stg.umn.edu, mentor.d.umn.edu","batchiso, sbradt, amanteuf",itss-2.d.umn.edu,UMD - Duluth,
Kids Count,prod,"itss-1-d.dev.umn.edu, itss-1-d.stg.umn.edu, kids-count.d.umn.edu","batchiso, sbradt, amanteuf",itss-1.d.umn.edu,UMD - Duluth,
Kirby Student Center,prod,"kirby-d.dev.umn.edu, kirby-d.stg.umn.edu","batchiso, sbradt, amanteuf",kirby.d.umn.edu,UMD - Duluth,
Facilities Management,prod,"fm-d.dev.umn.edu, fm-d.stg.umn.edu, fm-d.dl8.umn.edu","batchiso, sbradt, amanteuf",fm.d.umn.edu,UMD - Duluth,
student consumer information,prod,"student-consumer-information-d.dev.umn.edu, student-consumer-information-d.stg.umn.edu","batchiso, sbradt, amanteuf",student-consumer-information.d.umn.edu,UMD - Duluth,
Women's Resource & Action Center,prod,"wrac-d.dev.umn.edu, wrac-d.stg.umn.edu","batchiso, sbradt, amanteuf",wrac.d.umn.edu,UMD - Duluth,
Center for Restorative Justice and Peacemaking,prod,"rjp-d.dev.umn.edu, rjp-d.stg.umn.edu, rjp-d.dl8.umn.edu, rjp.umn.edu","batchiso, sbradt, amanteuf",rjp.d.umn.edu,UMD - Duluth,
Student Services Fee,prod,"ssf-d.dev.umn.edu, ssf-d.stg.umn.edu","batchiso, sbradt, amanteuf",ssf.d.umn.edu,UMD - Duluth,
sustainability,prod,"sustainability-d.dev.umn.edu, sustainability-d.stg.umn.edu","batchiso, sbradt, amanteuf",sustainability.d.umn.edu,UMD - Duluth,
employee health and wellbeing center,prod,"employee-health-wellbeing-center-d.dev.umn.edu, employee-health-wellbeing-center-d.stg.umn.edu","batchiso, sbradt, amanteuf",employee-health-wellbeing-center.d.umn.edu,UMD - Duluth,
Collaborative Online International Learning,prod,"coil-d.dev.umn.edu, coil-d.stg.umn.edu","batchiso, sbradt, amanteuf",coil.d.umn.edu,UMD - Duluth,
alumni relations,prod,"alumni-relations-d.dev.umn.edu, alumni-relations-d.stg.umn.edu, alumni.d.umn.edu","batchiso, sbradt, amanteuf",alumni-relations.d.umn.edu,UMD - Duluth,
Human Resources,prod,"hr.d.umn.edu, hr-d.dev.umn.edu, hr-d.stg.umn.edu","batchiso, sbradt, amanteuf",summer-session.d.umn.edu,UMD - Duluth,
Sexuality & Gender Equity Initiatives,"dev, prod","sgei-d.dev.umn.edu, sgei-d.stg.umn.edu, sgei.d.umn.edu","batchiso, sbradt, amanteuf",sgei.d.umn.edu,UMD - Duluth,
Responding to Sexual Misconduct at UMD,"dev, prod","sexual-assault.d.umn.edu, sexual-assault-d.dev.umn.edu, sexual-assault-d.stg.umn.edu","batchiso, sbradt, amanteuf",sexual-assault.d.umn.edu,UMD - Duluth,
Police Department Duluth,"dev, prod","police-d.dev.umn.edu, police-d.stg.umn.edu","batchiso, sbradt, amanteuf",police.d.umn.edu,UMD - Duluth,
Commission on Women,prod,"cfw-d.dev.umn.edu, cfw-d.stg.umn.edu, cfw.d.umn.edu","batchiso, sbradt, amanteuf",cfw.d.umn.edu,UMD - Duluth,
Commencement,prod,"commencement-d.dev.umn.edu, commencement-d.stg.umn.edu, commencement.d.umn.edu","batchiso, sbradt, amanteuf",commencement.d.umn.edu,UMD - Duluth,
college in the schools,prod,"cits-d.dev.umn.edu, cits-d.stg.umn.edu","batchiso, sbradt, amanteuf",cits.d.umn.edu,UMD - Duluth,
campus climate,prod,"campus-climate-d.dev.umn.edu, campus-climate-d.stg.umn.edu","batchiso, sbradt, amanteuf",campus-climate.d.umn.edu,UMD - Duluth,
Transportation & Parking Services,prod,"transportation-parking-services-d.dev.umn.edu, transportation-parking-services-d.stg.umn.edu, tps.d.umn.edu","batchiso, sbradt, amanteuf",transportation-parking-services.d.umn.edu,UMD - Duluth,
Covid Stories,prod,"covidstories-d.dev.umn.edu, covidstories-d.stg.umn.edu","batchiso, sbradt, amanteuf",covidstories.d.umn.edu,UMD - Duluth,
Post Secondary Enrollment Option,prod,"pseo-d.dev.umn.edu, pseo-d.stg.umn.edu","batchiso, sbradt, amanteuf",pseo.d.umn.edu,UMD - Duluth,
Office of Institutional Research,prod,"oir-d.dev.umn.edu, oir-d.stg.umn.edu","batchiso, sbradt, amanteuf",oir.d.umn.edu,UMD - Duluth,
office of diversity and inclusion,prod,"diversity-d.dev.umn.edu, diversity-d.stg.umn.edu","batchiso, sbradt, amanteuf",diversity.d.umn.edu,UMD - Duluth,
Environmental Health & Safety Office,prod,"ehso-d.dev.umn.edu, ehso-d.stg.umn.edu","batchiso, sbradt, amanteuf",ehso.d.umn.edu,UMD - Duluth,
Disability Resources,prod,"disability-resources-d.dev.umn.edu, disability-resources-d.stg.umn.edu","batchiso, sbradt, amanteuf",disability-resources.d.umn.edu,UMD - Duluth,
Homecoming,prod,"homecoming-d.dev.umn.edu, homecoming-d.stg.umn.edu","batchiso, sbradt, amanteuf",homecoming.d.umn.edu,UMD - Duluth,
dining services,prod,"dining-services-d.dev.umn.edu, dining-services-d.stg.umn.edu","batchiso, sbradt, amanteuf",dining-services.d.umn.edu,UMD - Duluth,
Institute on the Environment,prod,"ione-d.dev.umn.edu, ione-d.stg.umn.edu","batchiso, sbradt, amanteuf",ione.d.umn.edu,UMD - Duluth,
Student Government Association,prod,"sa-d.dev.umn.edu, sa-d.stg.umn.edu, sga.d.umn.edu, sa.d.umn.edu","batchiso, sbradt, amanteuf",sa.d.umn.edu,UMD - Duluth,
Accessible Academic Technology Team,prod,"aatt-d.dev.umn.edu, aatt-d.stg.umn.edu","batchiso, sbradt, amanteuf",aatt.d.umn.edu,UMD - Duluth,
tweed.d.umn.edu,"dev, test, prod","tweed-d.dev.umn.edu, tweed-d.stg.umn.edu","batchiso, sbradt, amanteuf",tweed.d.umn.edu,UMD - Duluth,
Housing & Residence Life,prod,"housing-d.dev.umn.edu, housing-d.stg.umn.edu","batchiso, sbradt, amanteuf",housing.d.umn.edu,UMD - Duluth,
student life,prod,"student-life-d.dev.umn.edu, student-life-d.stg.umn.edu","batchiso, sbradt, amanteuf",student-life.d.umn.edu,UMD - Duluth,
university honors,prod,"university-honors-d.dev.umn.edu, university-honors-d.dstg.umn.edu","batchiso, sbradt, amanteuf",university-honors.d.umn.edu,UMD - Duluth,
"Assessment, Improvement and Review",prod,"assessment-d.dev.umn.edu, assessment-d.stg.umn.edu","batchiso, sbradt, amanteuf",assessment.d.umn.edu,UMD - Duluth,
Internationalization Initiative,prod,"intz-d.dev.umn.edu, intz-d.stg.umn.edu, intz.d.umn.edu","batchiso, sbradt, amanteuf",intz.d.umn.edu,UMD - Duluth,
About UMD,"dev, test, prod","about-d.dev.umn.edu, about-d.stg.umn.edu, about.d.umn.edu","batchiso, sbradt, amanteuf",about.d.umn.edu,UMD - Duluth,
enrollment management,prod,"enrollment-management-d.dev.umn.edu, enrollment-management-d.stg.umn.edu","batchiso, sbradt, amanteuf",enrollment-management.d.umn.edu,UMD - Duluth,
bulldog resource center,prod,"bulldog-resource-center-d.dev.umn.edu, bulldog-resource-center-d.stg.umn.edu","batchiso, sbradt, amanteuf",bulldog-resource-center.d.umn.edu,UMD - Duluth,
academic writing and learning center,prod,"academic-writing-and-learning-center-d.dev.umn.edu, academic-writing-and-learning-center-d.stg.umn.edu, awlc.d.umn.edu, academic-writing-and-learning-center.d.umn.edu","batchiso, sbradt, amanteuf",academic-writing-and-learning-center.d.umn.edu,UMD - Duluth,
health services,"test, prod","health-services-d.dev.umn.edu, health-services-d.stg.umn.edu","batchiso, sbradt, amanteuf",health-services.d.umn.edu,UMD - Duluth,
recreational sports outdoor program,"test, prod","rsop-d.dev.umn.edu, rsop-d.stg.umn.edu, rsop-d.dl8.umn.edu, umdrsop.d.umn.edu","batchiso, sbradt, amanteuf",rsop.d.umn.edu,UMD - Duluth,
natural resource research institute,"dev, test, prod","nrri-d8.dev.umn.edu, nrri-d8.stg.umn.edu, www.nrri.umn.edu, nrri.umn.edu","batchiso, amanteuf, sbradt",nrri.umn.edu,UMD - Duluth,
development office,prod,"give-d.dev.umn.edu, give-d.stg.umn.edu","batchiso, sbradt, amanteuf",give.d.umn.edu,UMD - Duluth,
Student Conduct & Conflict Resolution,prod,"conduct-d.dev.umn.edu, conduct-d.stg.umn.edu","batchiso, sbradt, amanteuf",conduct.d.umn.edu,UMD - Duluth,
Career Center,prod,"career-d.dev.umn.edu, career-d.stg.umn.edu","batchiso, sbradt, amanteuf",career.d.umn.edu,UMD - Duluth,
Academic Affairs,prod,"evcaa-d.dev.umn.edu, evcaa-d.stg.umn.edu","batchiso, sbradt, amanteuf",evcaa.d.umn.edu,UMD - Duluth,
Budget & Analysis,prod,"budget-d.dev.umn.edu, budget-d.stg.umn.edu","batchiso, sbradt, amanteuf",budget.d.umn.edu,UMD - Duluth,
Controller's office,prod,"controller-d.dev.umn.edu, controller-d.stg.umn.edu","batchiso, sbradt, amanteuf",controller.d.umn.edu,UMD - Duluth,
Finance and Operations,prod,"vcfinance-d.dev.umn.edu, vcfinance-d.stg.umn.edu","batchiso, sbradt, amanteuf",vcfinance.d.umn.edu,UMD - Duluth,
international student services,prod,"iss-d.dev.umn.edu, iss-d.stg.umn.edu","batchiso, sbradt, amanteuf",iss.d.umn.edu,UMD - Duluth,
international programs and services,prod,"ips-d.dev.umn.edu, ips-d.stg.umn.edu","batchiso, sbradt, amanteuf",ips.d.umn.edu,UMD - Duluth,
passport office,prod,"passport-d.dev.umn.edu, passport-d.stg.umn.edu","batchiso, sbradt, amanteuf",passport.d.umn.edu,UMD - Duluth,
study abroad,"dev, test, prod","studyabroad-d.dev.umn.edu, studyabroad-d.stg.umn.edu","batchiso, sbradt, amanteuf",studyabroad.d.umn.edu,UMD - Duluth,
chancellor's office,prod,"chancellor-d.dev.umn.edu, chancellor-d.stg.umn.edu","batchiso, sbradt, amanteuf",chancellor.d.umn.edu,UMD - Duluth,
shared governance,prod,"sharedgovernance-d.dev.umn.edu, sharedgovernance-d.stg.umn.edu","batchiso, sbradt, amanteuf",sharedgovernance.d.umn.edu,UMD - Duluth,
faculty senate,prod,"facultysenate-d.dev.umn.edu, facultysenate-d.stg.umn.edu","batchiso, sbradt, amanteuf",facultysenate.d.umn.edu,UMD - Duluth,
staff senate,prod,"staffsenate-d.dev.umn.edu, staffsenate-d.stg.umn.edu","batchiso, sbradt, amanteuf",staffsenate.d.umn.edu,UMD - Duluth,
safe campus,prod,"safe-campus-d.dev.umn.edu, safe-campus-d.stg.umn.edu","batchiso, sbradt, amanteuf",safe-campus.d.umn.edu,UMD - Duluth,
university for seniors,prod,"university-seniors-d.dev.umn.edu, university-seniors-d.stg.umn.edu","batchiso, sbradt, amanteuf",university-seniors.d.umn.edu,UMD - Duluth,
Air Force Reserve Officer Training Corps,prod,"afrotc-d.dev.umn.edu, afrotc-d.stg.umn.edu","batchiso, sbradt, amanteuf",afrotc.d.umn.edu,UMD - Duluth,
Commission on Disabilities,prod,"commission-disabilities-d.dev.umn.edu, commission-disabilities-d.stg.umn.edu","batchiso, sbradt, amanteuf",commission-disabilities.d.umn.edu,UMD - Duluth,
College of Education and Human Service Professions,"dev, test, prod","cehsp-d.dev.umn.edu, cehsp-d.stg.umn.edu, cehsp-d.prd.umn.edu","batchiso, amanteuf, sbradt",cehsp.d.umn.edu,UMD - Duluth,
Minnesota Mammals,prod,"mnmammals-d.dev.umn.edu, mnmammals-d.stg.umn.edu, mnmammals.d.umn.edu","jmreed, batchiso, sbradt, amanteuf",mnmammals.d.umn.edu,UMD - Duluth,
"Commission on Equity, Race, & Ethnicity",prod,"cere.d.umn.edu, cere-d.dev.umn.edu, cere-d.stg.umn.edu","batchiso, sbradt, amanteuf",cere.d.umn.edu,UMD - Duluth,
Print Shop,"test, prod","print-d.dev.umn.edu, print-d.stg.umn.edu","batchiso, sbradt, amanteuf",print-shop.d.umn.edu,UMD - Duluth,
Labovitz School of Business and Economics,"dev, test, prod","lsbe-d.dev.umn.edu, lsbe-d.stg.umn.edu, lsbe-d.prd.umn.edu, lsbe.d.umn.edu","batchiso, sbradt, amanteuf",lsbe.d.umn.edu,UMD - Duluth,
Boulder Lake Environmental Learning Center,prod,"boulderlake.dev.umn.edu, boulderlake.stg.umn.edu, boulderlake.org, www.boulderlake.org","batchiso, sbradt, amanteuf",boulderlake.d.umn.edu,UMD - Duluth,
"College of Arts, Humanities, and Social Sciences","dev, test, prod","cla-d-d8.dev.umn.edu, cla-d-d8.stg.umn.edu, cla-d.prd.umn.edu, sfa.d.umn.edu, cahss.d.umn.edu","batchiso, amanteuf, sbradt",cla.d.umn.edu,UMD - Duluth,
Summer Session,prod,summer-d.dev.umn.edu,"batchiso, sbradt, amanteuf",summer.d.umn.edu,UMD - Duluth,
Research Duluth,"dev, test, prod","research-d.dev.umn.edu, research-d.stg.umn.edu","batchiso, sbradt, amanteuf, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt",research.d.umn.edu,UMD - Duluth,
Kathryn A. Martin Library,"dev, test, prod","lib-d-d8.dev.umn.edu, lib-d-d8.stg.umn.edu, lib-d-d8.prd.umn.edu, lib.d.umn.edu","batchiso, sbradt, amanteuf",lib.d.umn.edu,UMD - Duluth,
Orientation,prod,orientation-d.dev.umn.edu,"batchiso, sbradt, amanteuf",orientation.d.umn.edu,UMD - Duluth,
Swenson College of science and engineering,"dev, test, prod","scse-d.dev.umn.edu, scse-d.stg.umn.edu, scse-d.prd.umn.edu","amanteuf, batchiso, sbradt",scse.d.umn.edu,UMD - Duluth,
Sea Grant,"dev, test, prod","seagrant.dev.umn.edu, seagrant.stg.umn.edu, seagrant.prd.umn.edu, www.seagrant.umn.edu, watershedgame.umn.edu, seagrant.umn.edu","batchiso, amanteuf, sbradt",seagrant.umn.edu,UMD - Duluth,
Heikal Laboratory,prod,heikal-lab-d.dev.umn.edu,"batchiso, sbradt, amanteuf",heikal-lab.d.umn.edu,UMD - Duluth,
Fresh Leaf Catering,prod,"freshleafcatering.dev.umn.edu, freshleafcatering.d.umn.edu","batchiso, sbradt, amanteuf",freshleafcatering.d.umn.edu,UMD - Duluth,
Admissions,"dev, prod","admissions-d.dev.umn.edu, admissions-d.stg.umn.edu, admissions-d.prd.umn.edu, admissions.d.umn.edu","batchiso, sbradt, amanteuf, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt",admissions.d.umn.edu,UMD - Duluth,
Information Technology Systems and Services,"dev, test, prod","itss-d.dev.umn.edu, itss-d.stg.umn.edu, www.itss.d.umn.edu","batchiso, sbradt, amanteuf",itss.d.umn.edu,UMD - Duluth,
University Marketing and Public Relations,"oittst, dev, prod","umpr.d.umn.edu, umpr.dev.umn.edu","batchiso, sbradt, amanteuf",umpr.d.umn.edu,UMD - Duluth,
Immersive Med,prod,"immersivemed.umn.edu, immersivemed.dev.umn.edu, immersivemed.stg.umn.edu",cmahan,immersivemed.umn.edu,UMF - University of MN Foundation,
Couture for Kids,prod,"coutureforkids.dev.umn.edu, coutureforkids.stg.umn.edu",cmahan,coutureforkids.umn.edu,UMF - University of MN Foundation,
themix.umn.edu,"dev, test, prod","themixmn.dev.umn.edu, themixmn.stg.umn.edu, themixmn.prd.umn.edu, www.themixmn.com, themixmn.com",cmahan,themixmn.com,UMF - University of MN Foundation,
UMFREA (new),"dev, test, prod","umfrea.dev.umn.edu, umfrea.stg.umn.edu, umfrea.org","cmahan, awojciec, rein0455, auden",umfrea.umn.edu,UMF - University of MN Foundation,
Innovation With Impact (New),prod,"innovationwithimpact.dev.umn.edu, innovationwithimpact.stg.umn.edu, iwi.umn.edu","cmahan, rein0455, auden",innovationwithimpact.umn.edu,UMF - University of MN Foundation,
3m.umn.edu,"dev, test, prod","3m-d9.dev.umn.edu, 3m-d9.stg.umn.edu","cmahan, awojciec, rein0455, auden",3m.umn.edu,UMF - University of MN Foundation,
WineFest,prod,"winefest.dev.umn.edu, winefest.stg.umn.edu, winefest.dl9.umn.edu","cmahan, pet00503, awojciec, rein0455, auden",winefest.umn.edu,UMF - University of MN Foundation,
Southdale Gala,"test, prod","southdalefoc.dev.umn.edu, southdalefoc.stg.umn.edu, southdale.umn.edu, southdalefoc.umn.edu, southdalecelebration.umn.edu","pet00503, cmahan, awojciec, rein0455, auden",southdalefoc.umn.edu,UMF - University of MN Foundation,
Red Heart Soiree,prod,"redheartsoiree.dev.umn.edu, redheartsoiree.stg.umn.edu, redheartsoiree.dl9.umn.edu","pet00503, cmahan, awojciec, rein0455, auden",redheartsoiree.umn.edu,UMF - University of MN Foundation,
Giving Day,"dev, test, prod","givingday.dev.umn.edu, givingday.stg.umn.edu, www.givingday.umn.edu","cmahan, awojciec, rein0455, auden",givingday.umn.edu,UMF - University of MN Foundation,
Diamond Awards,"test, prod","diamondawards.dl8.umn.edu, diamondawards.dev.umn.edu, diamondawards.stg.umn.edu","cmahan, pet00503, awojciec, rein0455, auden",diamondawards.umn.edu,UMF - University of MN Foundation,
Business Engagement Site,"dev, test, prod","be.dev.umn.edu, be.stg.umn.edu, ie.umn.edu, cec.umn.edu, business.umn.edu, www.business.umn.edu","cmahan, awojciec, rein0455, auden",be.umn.edu,UMF - University of MN Foundation,
Fashion Fest,"dev, test, prod","fashionfest-dl8.dev.umn.edu, fashionfest-dl8.stg.umn.edu, fashionfest.dl9.umn.edu","cmahan, pet00503, awojciec, rein0455, auden",fashionfest.umn.edu,UMF - University of MN Foundation,
Discovery Showcase,"dev, test, prod","discoveryshowcase-dl8.dev.umn.edu, discoveryshowcase-dl8.stg.umn.edu, discoveryshowcase.prd.umn.edu","cmahan, pet00503, awojciec, rein0455, auden",discoveryshowcase.umn.edu,UMF - University of MN Foundation,
pcroster-d8,"dev, test, prod","pcroster-d8.stg.umn.edu, pcroster-d8.dev.umn.edu, www.pcroster.umn.edu","cmahan, awojciec, rein0455, auden",pcroster.umn.edu,UMF - University of MN Foundation,
UMF Grants,"dev, test, prod","umfgrants.dev.umn.edu, umfgrants.stg.umn.edu, umfgrants.umn.edu","cmahan, awojciec, rein0455, auden",umfgrants.umn.edu,UMF - University of MN Foundation,
UMN Morris Alumni Association,"dev, test, prod","alumni-morris.prd.umn.edu, alumni-morris.stg.umn.edu, alumni-morris.dev.umn.edu, www.alumni.morris.umn.edu","matt, thom7978",alumni.morris.umn.edu,UMM - Morris,
Give to UMN Morris,"dev, test, prod","give-morris.dev.umn.edu, give-morris.stg.umn.edu, give.morris.umn.edu, www.give.morris.umn.edu","matt, thom7978",give.morris.umn.edu,UMM - Morris,
UMN Morris Library,"dev, test, prod","library-d9-morris.dev.umn.edu, library-d9-morris.stg.umn.edu, library-morris.prd.umn.edu, library.morris.umn.edu, www.library.morris.umn.edu","matt, thom7978",library.morris.umn.edu,UMM - Morris,
Morris Campus,"dev, test, prod","morris-d9.dev.umn.edu, morris-d9.stg.umn.edu, morris-d9.prd.umn.edu, www.morris.umn.edu, www.mrs.umn.edu, www.m.umn.edu, mrs.umn.edu, www4.morris.umn.edu, morris.umn.edu","matt, thom7978, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, batchiso",morris.umn.edu,UMM - Morris,
UMM Archives,"dev, test, prod","archives.morris.umn.edu, archives.stg.morris.umn.edu, archives.dev.morris.umn.edu","matt, thom7978",archives.morris.umn.edu,UMM - Morris,
Morris Campus Governance,"dev, prod","governance-morris.dev.umn.edu, governance-morris.stg.umn.edu, www.governance.morris.umn.edu","matt, thom7978",governance.morris.umn.edu,UMM - Morris,
Rochester D8 PCI,"dev, test, prod","r.prd.umn.edu, r-d8.dev.umn.edu, r-d8.stg.umn.edu, r.umn.edu, www.r.umn.edu","mason170, shan0178, sjoqu032, nclark, wells438, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",r.umn.edu,UMR - Rochester,
State Fair,"dev, test, prod","state-fair.dev.umn.edu, state-fair.stg.umn.edu, state-fair.prd.umn.edu, state-fair.umn.edu, www.state-fair.umn.edu, statefair.umn.edu, www.statefair.umn.edu","dtadege, matt, kristinw, ehunter",state-fair-d10.umn.edu,UR - University Relations (URel),
Native American Affairs,"dev, test, prod","naa-d10.dev.umn.edu, naa-d10.stg.umn.edu, naa.prd.umn.edu","dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",naa.umn.edu,UR - University Relations (URel),
President Search,"dev, test, prod","president-search-d10.dev.umn.edu, president-search-d10.stg.umn.edu, president-search-d10.prd.umn.edu, www.president-search.umn.edu, president-search.umn.edu","dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",president-search-d10.umn.edu,UR - University Relations (URel),
Safe Campus,"dev, test, prod","safe-campus-d9.dev.umn.edu, safe-campus-d9.stg.umn.edu, safeu.umn.edu, www.safeu.umn.edu, safe-u.umn.edu, www.safe-u.umn.edu, itendshere.umn.edu, safecampus.umn.edu, www.safe-campus.umn.edu, www.safecampus.umn.edu, safe-campus.umn.edu, safecampus.dev.umn.edu, safecampus.stg.umn.edu, safe-campus-d9.prd.umn.edu, youatumn.umn.edu, clery.umn.edu, txt-u.umn.edu","dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",safe-campus-d9.umn.edu,UR - University Relations (URel),
Veterinary Medical Center,"dev, test, prod","vmc-d9.dev.umn.edu, vmc-d9.stg.umn.edu, vmc.prd.umn.edu, www.vmc.umn.edu, westmetroequine.umn.edu, www.westmetroequine.umn.edu","nels2371, dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",vmc.umn.edu,UR - University Relations (URel),
vetmed.umn.edu,"dev, test, prod","vetmed-d9.dev.umn.edu, vetmed-d9.stg.umn.edu, vetmed-d9.umn.edu, diversity.vetmed.umn.edu, www.vetmed.umn.edu, vbs.umn.edu, vbs.research.umn.edu, equine.umn.edu, www.equine.umn.edu","nels2371, dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",vetmed.umn.edu,UR - University Relations (URel),
dentalclinics.umn.edu,"dev, test, prod","dental-clinics-d9.dev.umn.edu, dental-clinics-d9.stg.umn.edu, www.dentalclinics.umn.edu, gopherbraces.umn.edu, www.gopherbraces.umn.edu","nels2371, hinte019, dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",dentalclinics.umn.edu,UR - University Relations (URel),
